id,gen,sp,ssp,en,lat,lng,alt,q,type,rec,rmk,bird-seen
118250,Parus,monticolus,,Green-backed Tit,31.52,77.8,2200,C,call,Lakshminarasimha R,,yes
464951,Machlolophus,nuchalis,,White-naped Tit,23.2441,69.2011,130,A,call,Viral Patel & Pankaj Maheria,,yes
454337,Machlolophus,nuchalis,,White-naped Tit,23.3236,69.2367,170,A,song,Ross Gallardy,,yes
454336,Machlolophus,nuchalis,,White-naped Tit,23.3236,69.2367,170,A,song,Ross Gallardy,,yes
454335,Machlolophus,nuchalis,,White-naped Tit,23.3236,69.2367,170,A,song,Ross Gallardy,,yes
454334,Machlolophus,nuchalis,,White-naped Tit,23.3236,69.2367,170,A,song,Ross Gallardy,,yes
454333,Machlolophus,nuchalis,,White-naped Tit,23.3236,69.2367,170,A,song,Ross Gallardy,,yes
454332,Machlolophus,nuchalis,,White-naped Tit,23.3236,69.2367,170,A,call,Ross Gallardy,,yes
166334,Machlolophus,nuchalis,,White-naped Tit,23.2201,69.4899,170,A,song,Frank Lambert,,yes
157940,Machlolophus,nuchalis,,White-naped Tit,23.261,69.2036,180,A,song,Frank Lambert,Probably the same bird as on XC157939.,no
157939,Machlolophus,nuchalis,,White-naped Tit,23.261,69.2036,180,A,song,Frank Lambert,,no
149354,Machlolophus,nuchalis,,White-naped Tit,23.261,69.2036,180,A,song,Frank Lambert,,yes
149342,Machlolophus,nuchalis,,White-naped Tit,23.261,69.2036,180,A,"male, song",Frank Lambert,In open thorn forest,yes
529850,Machlolophus,nuchalis,,White-naped Tit,23.281,69.2272,220,B,song?,Oscar Campbell,Pair feeding in acacias; two short snatches of song(?),yes
149356,Machlolophus,nuchalis,,White-naped Tit,23.261,69.2036,180,B,song,Frank Lambert,,yes
149355,Machlolophus,nuchalis,,White-naped Tit,23.261,69.2036,180,B,song,Frank Lambert,,yes
149353,Machlolophus,nuchalis,,White-naped Tit,23.261,69.2036,180,B,"alarm call, call",Frank Lambert,This may be an alarm call?,yes
149352,Machlolophus,nuchalis,,White-naped Tit,23.261,69.2036,180,B,song,Frank Lambert,,yes
107594,Machlolophus,nuchalis,,White-naped Tit,23.331,69.241,100,B,song,Antero Lindholm,,unknown
105572,Machlolophus,xanthogenys,,Himalayan Black-lored Tit,29.3395,79.5317,?,no score,Call,Ante Strand,,unknown
105571,Machlolophus,xanthogenys,,Himalayan Black-lored Tit,29.3395,79.5317,?,no score,Call,Ante Strand,,unknown
472794,Machlolophus,xanthogenys,,Himalayan Black-lored Tit,30.456,79.279,,A,Song,Peter Boesman,,unknown
472793,Machlolophus,xanthogenys,,Himalayan Black-lored Tit,29.43,79.42,,A,Song,Peter Boesman,,unknown
472792,Machlolophus,xanthogenys,,Himalayan Black-lored Tit,29.43,79.42,,A,Call,Peter Boesman,,unknown
472791,Machlolophus,xanthogenys,,Himalayan Black-lored Tit,29.54,79.1,,A,Song,Peter Boesman,,unknown
472790,Machlolophus,xanthogenys,,Himalayan Black-lored Tit,29.54,79.1,,A,Song,Peter Boesman,,unknown
351881,Machlolophus,xanthogenys,,Himalayan Black-lored Tit,29.371,79.5341,1500,A,"call, male",Oscar Campbell,Bird calling (singing?) as moving through roadside trees close to recorder.,yes
319215,Machlolophus,xanthogenys,,Himalayan Black-lored Tit,29.3441,79.5533,1500,A,song,Mandar Bhagat,,yes
157801,Machlolophus,xanthogenys,,Himalayan Black-lored Tit,28.2801,95.9212,2200,A,song,Frank Lambert,"Probably the same bird as on XC157800, or a bird associating with that individual",yes
157800,Machlolophus,xanthogenys,,Himalayan Black-lored Tit,28.2801,95.9212,2200,A,song,Frank Lambert,,yes
104356,Machlolophus,xanthogenys,,Himalayan Black-lored Tit,29.4289,79.4289,2000,A,call,vir joshi,,unknown
73049,Machlolophus,xanthogenys,,Himalayan Black-lored Tit,29.368,79.536,1500,B,Call,Mike Nelson,Just up the road from Sat Tal birding lodge,unknown
399077,Machlolophus,xanthogenys,,Himalayan Black-lored Tit,29.3702,79.5836,1300,D,"call, song",Mike Dooher,,yes
399076,Machlolophus,xanthogenys,,Himalayan Black-lored Tit,29.3702,79.5836,1300,D,"call, song",Mike Dooher,,yes
399075,Machlolophus,xanthogenys,,Himalayan Black-lored Tit,29.3702,79.5836,1300,D,"call, song",Mike Dooher,,yes
529855,Machlolophus,aplonotus,,Indian Black-lored Tit,24.6177,72.7267,1200,A,call or song?,Oscar Campbell,Vocalising bird seen well along main track; I am uncertain if this vocalisation is best regarded as song or call.,yes
497093,Machlolophus,aplonotus,,Indian Black-lored Tit,11.5404,76.0203,850,A,song,Sreekumar Chirukandoth,"A bird was singing from amidst coconut fronds. The bird was seen frequently flying up a huge  glass (mirror), interact  for a while with the reflection, and then fly up to the tree and sing. Recorded using Yu Yureka2/RecForge II/Ocenaudio.",yes
213149,Machlolophus,aplonotus,aplonotus,Indian Black-lored Tit,24.6314,72.7634,1300,A,song,Frank Lambert,,yes
195762,Machlolophus,aplonotus,aplonotus,Indian Black-lored Tit,15.459,74.09,30,A,song,Mandar Bhagat,,yes
166132,Machlolophus,aplonotus,aplonotus,Indian Black-lored Tit,21.5834,77.3334,650,A,song,Frank Lambert,"Single song phrase. One of the 2-3 birds in the same group as for recording XC166130, XC166131",yes
166131,Machlolophus,aplonotus,aplonotus,Indian Black-lored Tit,21.5834,77.3334,650,A,song,Frank Lambert,Single song phrase. One of the 2-3 birds in the same group as for recording XC166130.,yes
166130,Machlolophus,aplonotus,aplonotus,Indian Black-lored Tit,21.5834,77.3334,650,A,song,Frank Lambert,"The second song phrase on this cut, starting at about 0:06, and the fourth, at about 0:18 seconds are definitely this species, but the other song phrases are possibly those of Parus cinereous, traveling in the same mixed feeding group. Since I was recording, I was unable to watch and see which birds made those particular song phrases.",yes
19741,Machlolophus,aplonotus,aplonotus,Indian Black-lored Tit,10.198197,77.082825,?,A,call,David Farrow,Taxonomy: treated as separate species P. aplonotus by Rasmussen & Anderton (2005).,unknown
576910,Machlolophus,aplonotus,aplonotus,Indian Black-lored Tit,18.3759,73.7692,750,B,call,Rajgopal Patil,,yes
576909,Machlolophus,aplonotus,aplonotus,Indian Black-lored Tit,18.3759,73.7692,750,B,call,Rajgopal Patil,,yes
497092,Machlolophus,aplonotus,,Indian Black-lored Tit,11.5404,76.0203,850,B,"call, song",Sreekumar Chirukandoth,"A bird was singing from amidst coconut fronds. The bird was seen frequently flying up a huge  glass (mirror), interact  for a while with the reflection, and then fly up to the tree and sing. Recorded using Yu Yureka2/RecForge II/Ocenaudio.",yes
497091,Machlolophus,aplonotus,,Indian Black-lored Tit,11.5404,76.0203,850,B,"call, song",Sreekumar Chirukandoth,"A bird was singing from amidst coconut fronds. The bird was seen frequently flying up a huge  glass (mirror), interact  for a while with the reflection, and then fly up to the tree and sing.",yes
369296,Machlolophus,aplonotus,,Indian Black-lored Tit,10.0558617,77.0712952,,B,call,Peter Boesman,,unknown
308258,Machlolophus,aplonotus,,Indian Black-lored Tit,24.6314,72.7634,1300,B,call,Mike Nelson,,yes
209050,Machlolophus,aplonotus,,Indian Black-lored Tit,15.5442,73.7733,10,B,"call, song",Albert Lastukhin & Sergei Karpeev,,unknown
209049,Machlolophus,aplonotus,,Indian Black-lored Tit,15.5442,73.7733,10,B,"call, song",Albert Lastukhin & Sergei Karpeev,,unknown
209048,Machlolophus,aplonotus,,Indian Black-lored Tit,15.5442,73.7733,10,B,call,Albert Lastukhin & Sergei Karpeev,,unknown
194429,Machlolophus,aplonotus,aplonotus,Indian Black-lored Tit,15.4876,74.001,50,B,"call, song",Mandar Bhagat,,yes
97315,Machlolophus,aplonotus,,Indian Black-lored Tit,21.674,73.791,?,B,call,vir joshi,,unknown
317037,Machlolophus,aplonotus,,Indian Black-lored Tit,19.6926,73.5492,600,C,song,Vikrant Choursiya,,yes
426668,Machlolophus,spilonotus,,Yellow-cheeked Tit,27.11667,92.43333,,A,song,Peter Boesman,,unknown
426667,Machlolophus,spilonotus,,Yellow-cheeked Tit,27.11667,92.43333,,A,song,Peter Boesman,,unknown
426666,Machlolophus,spilonotus,,Yellow-cheeked Tit,27.11667,92.43333,,A,song,Peter Boesman,,unknown
79571,Machlolophus,spilonotus,,Yellow-cheeked Tit,27.2828,92.2639,2000,A,song,Frank Lambert,,unknown
22055,Machlolophus,spilonotus,,Yellow-cheeked Tit,25.5667,91.8667,?,A,song?,Mathias Ritschard,,unknown
426671,Machlolophus,spilonotus,,Yellow-cheeked Tit,27.11667,92.43333,,B,song,Peter Boesman,,unknown
426670,Machlolophus,spilonotus,,Yellow-cheeked Tit,27.11667,92.43333,,B,call,Peter Boesman,,unknown
426669,Machlolophus,spilonotus,,Yellow-cheeked Tit,27.11667,92.43333,,B,song,Peter Boesman,,unknown
426665,Machlolophus,spilonotus,,Yellow-cheeked Tit,27.1167,92.4333,,B,call,Peter Boesman,,unknown
426664,Machlolophus,spilonotus,,Yellow-cheeked Tit,27.1567,92.4606,,B,call,Peter Boesman,,unknown
473832,Machlolophus,spilonotus,,Yellow-cheeked Tit,27.2443,88.7694,2500,C,"call, song",Dibyendu Ash,,yes
115777,Remiz,coronatus,,White-crowned Penduline Tit,31.1634,75.0027,200,B,"call, female, male",Saurabh Sawant,,yes
79462,Remiz,coronatus,,White-crowned Penduline Tit,,,?,B,call,Desmond Allen,high-pitched seep calls of family party in tree,unknown
564361,Alaemon,alaudipes,,Greater Hoopoe-Lark,23.3754,71.4217,20,C,"male, song",Jelle Scharringa,One male in display flights from the ground. On dry salt mudflats in the Wild Ass sanctuary.,unknown
564360,Alaemon,alaudipes,,Greater Hoopoe-Lark,23.3754,71.4217,20,C,"male, song",Jelle Scharringa,One male in display flights from the ground. On salt mudflats in the Wild Ass sanctuary.,unknown
564352,Alaemon,alaudipes,,Greater Hoopoe-Lark,23.3754,71.4217,20,C,"male, song",Jelle Scharringa,One male in display flights from the ground.  On dry salt mudflats in the Wild Ass Sanctuary.,unknown
351862,Ammomanes,deserti,,Desert Lark,26.8071,70.8024,260,B,song,Oscar Campbell,Small group feeding by roadside with snatches of song.,yes
149563,Ammomanes,deserti,phoenicuroides,Desert Lark,26.9481,70.9404,220,B,"call, male",Frank Lambert,,yes
530400,Ammomanes,phoenicura,phoenicura,Rufous-tailed Lark,18.6472,72.8903,10,no score,"adult, call, sex uncertain",Tushar Bhagwat,,yes
454344,Ammomanes,phoenicura,,Rufous-tailed Lark,23.5175,69.2492,40,A,song,Ross Gallardy,,yes
454343,Ammomanes,phoenicura,,Rufous-tailed Lark,23.5175,69.2492,40,A,call,Ross Gallardy,,yes
409742,Ammomanes,phoenicura,phoenicura,Rufous-tailed Lark,23.2378,69.6671,110,A,call,Frank Lambert,,yes
166327,Ammomanes,phoenicura,phoenicura,Rufous-tailed Lark,21.1429,78.8647,340,A,call,Frank Lambert,Calling/singing from a wire,yes
407846,Ammomanes,phoenicura,,Rufous-tailed Lark,15.3484,73.9661,130,B,song,Mangirish Dharwadkar,,yes
401179,Ammomanes,phoenicura,,Rufous-tailed Lark,15.3534,73.9622,110,B,song,Antonio Xeira,"Editing: High-pass filter, cutoff frequency 1kHz, some amplification.

Equipment: Olympus WS-822 digital recorder with internal microphone",yes
166329,Ammomanes,phoenicura,phoenicura,Rufous-tailed Lark,21.1429,78.8647,340,B,call,Frank Lambert,"Calling/singing from a wire. Same bird as XC166327, XC166328",yes
166328,Ammomanes,phoenicura,phoenicura,Rufous-tailed Lark,21.1429,78.8647,340,B,call,Frank Lambert,Calling/singing from a wire. Same bird as XC166327.,yes
94425,Ammomanes,phoenicura,,Rufous-tailed Lark,21.56,71.321,12,B,song,vir joshi,,unknown
122667,Ammomanes,phoenicura,,Rufous-tailed Lark,17.6751,75.3268,460,C,call,Sushant more,,yes
166330,Ammomanes,phoenicura,phoenicura,Rufous-tailed Lark,23.3077,69.6828,70,D,flight call,Frank Lambert,,yes
308185,Eremopterix,nigriceps,,Black-crowned Sparrow-Lark,27.2575,70.892,170,B,call,Mike Nelson,,yes
293936,Eremopterix,nigriceps,,Black-crowned Sparrow-Lark,27.2575,70.892,170,C,call,pradnyavant mane,,yes
392128,Eremopterix,griseus,,Ashy-crowned Sparrow-Lark,21.0596,75.8367,190,no score,"flight call, male, song",Lakshmikant Rajaram Neve,,yes
460265,Eremopterix,griseus,,Ashy-crowned Sparrow-Lark,27.3301,77.4727,180,A,song,Peter Boesman,Song in flight.,unknown
472701,Eremopterix,griseus,,Ashy-crowned Sparrow-Lark,26.986,77.611,,B,Song,Peter Boesman,Song in display flight.,unknown
472700,Eremopterix,griseus,,Ashy-crowned Sparrow-Lark,26.986,77.611,,B,Song,Peter Boesman,,unknown
472699,Eremopterix,griseus,,Ashy-crowned Sparrow-Lark,26.986,77.611,,B,Song,Peter Boesman,Song from the ground.,unknown
472698,Eremopterix,griseus,,Ashy-crowned Sparrow-Lark,26.633,77.8962,,B,Song,Peter Boesman,Song from the ground.,unknown
460266,Eremopterix,griseus,,Ashy-crowned Sparrow-Lark,27.3301,77.4727,180,B,song,Peter Boesman,,unknown
270486,Eremopterix,griseus,,Ashy-crowned Sparrow-Lark,18.0066,74.1721,600,B,"call, song",Mandar Bhagat,,yes
166154,Eremopterix,griseus,,Ashy-crowned Sparrow-Lark,23.4079,71.5528,10,B,flight call,Frank Lambert,,yes
149366,Eremopterix,griseus,,Ashy-crowned Sparrow-Lark,28.464,76.893,220,B,call,Frank Lambert,,yes
95173,Eremopterix,griseus,,Ashy-crowned Sparrow-Lark,21.572,71.321,2,B,call,vir joshi,,unknown
86569,Eremopterix,griseus,,Ashy-crowned Sparrow-Lark,28.4559,76.9001,300,B,song,Mike Nelson,"A bit windy but I cleaned it up a bit, was on here as XC73001 but I deleted that recording as the wind was pretty bad. img:http://www.flickr.com/photos/madbirder/9302070385/in/set-72157630071838192",yes
341201,Eremopterix,griseus,,Ashy-crowned Sparrow-Lark,23.8221,73.9946,200,C,"call, juvenile",Harishchandra Mhatre,,yes
186769,Eremopterix,griseus,,Ashy-crowned Sparrow-Lark,23.5351,87.3447,80,C,"call, male",Sagar Adhurya,Please focus on the whistle like call.  The call is commonly found when a male individual flying in the sky and return to the ground vertically..an interesting behavior.,yes
428817,Mirafra,cantillans,,Singing Bush Lark,26.2104,74.7982,400,A,"flight call, song",Saurabh Sawant,,yes
428816,Mirafra,cantillans,,Singing Bush Lark,26.2104,74.7982,400,A,"flight call, song",Saurabh Sawant,,yes
383811,Mirafra,cantillans,cantillans,Singing Bush Lark,21.5739,71.322,100,B,"male, song",Viral joshi,,yes
187011,Mirafra,assamica,,Bengal Bush Lark,23.5351,87.3447,80,B,song,Sagar Adhurya,Equipment:  Canon Poweshot SX150IS,yes
99380,Mirafra,assamica,,Bengal Bush Lark,22.8687,88.6778,26,B,Song,Sudipto Roy,First recording of the species on XC. Sunny morning. Bird seen by recordist perched on a high-tension electric line over a green paddy field. Nest nearby in a cultivated vegetable field nearby. Higher resolution unedited version available at 96.0kHz WAV - 16 bit,unknown
444117,Mirafra,assamica,,Bengal Bush Lark,28.394,79.4326,180,C,"call, song",Sreekumar Chirukandoth,A pair of birds were seen and one was repeatedly singing from the ground. The photos featuring this bird can be seen here <https://ebird.org/india/view/checklist/S44710834>,yes
187010,Mirafra,assamica,,Bengal Bush Lark,23.5351,87.3447,80,C,call,Saikat Adhurya,Eqipment Canon Powershot S3 IS,yes
187009,Mirafra,assamica,,Bengal Bush Lark,23.5351,87.3447,80,C,flight call,Saikat Adhurya,,yes
170583,Mirafra,assamica,,Bengal Bush Lark,27.2913,95.7385,150,D,song,Ramit Singal,,yes
170579,Mirafra,assamica,,Bengal Bush Lark,27.2913,95.7385,150,E,flight call,Ramit Singal,,yes
331553,Mirafra,erythroptera,,Indian Bush Lark,21.0458,75.861,220,no score,"call, flight call, song",Lakshmikant Rajaram Neve,Is it LARK,yes
460262,Mirafra,erythroptera,,Indian Bush Lark,27.3301,77.4727,180,A,song,Peter Boesman,Song of a bird perched on a (telephone or electricity) wire.,unknown
460260,Mirafra,erythroptera,,Indian Bush Lark,27.3301,77.4727,180,A,song,Peter Boesman,Song of a bird perched on a (telephone or electricity) wire.,unknown
369332,Mirafra,erythroptera,,Indian Bush Lark,12.306554,76.743673,,A,song,Peter Boesman,Song during display flight. ID certainty 90%.,unknown
369331,Mirafra,erythroptera,,Indian Bush Lark,12.306554,76.743673,,A,song,Peter Boesman,Song during display flight. ID certainty 90%.,unknown
213138,Mirafra,erythroptera,,Indian Bush Lark,23.261,69.2036,180,A,call,Frank Lambert,Calling from a small tree,yes
187209,Mirafra,erythroptera,,Indian Bush Lark,23.5939,87.2828,100,A,call,Sagar Adhurya,Equipment: Canon PS SX150IS,yes
98675,Mirafra,erythroptera,,Indian Bush Lark,21.578,71.315,?,A,song,vir joshi,,unknown
460104,Mirafra,erythroptera,,Indian Bush Lark,26.6461,77.9096,140,B,song,Peter Boesman,,unknown
460103,Mirafra,erythroptera,,Indian Bush Lark,26.6461,77.9096,140,B,song,Peter Boesman,Song of a bird perched on the ground.,unknown
369330,Mirafra,erythroptera,,Indian Bush Lark,12.306554,76.743673,,B,song,Peter Boesman,Song during display flight. ID certainty 90%.,unknown
369329,Mirafra,erythroptera,,Indian Bush Lark,12.306554,76.743673,,B,song,Peter Boesman,Song during display flight. ID certainty 90%.,unknown
331556,Mirafra,erythroptera,,Indian Bush Lark,21.0456,75.8617,220,B,"alarm call, call, song",Lakshmikant Rajaram Neve,?,yes
187208,Mirafra,erythroptera,,Indian Bush Lark,23.5939,87.2828,100,B,call,Sagar Adhurya,Equipment: Canon PS SX150IS,yes
187206,Mirafra,erythroptera,,Indian Bush Lark,23.5939,87.2828,100,B,call,Sagar Adhurya,Equipment: Canon PS SX150IS,yes
73383,Mirafra,erythroptera,,Indian Bush Lark,28.4559,76.9001,200,B,song,Mike Nelson,"Given in a short, stuttering flight into the wind sometimes almost hovering before settling on top of a tree. img:http://www.flickr.com/photos/madbirder/7162545361/",yes
122670,Mirafra,erythroptera,,Indian Bush Lark,17.6751,75.3268,460,C,song,Sushant more,,yes
547905,Mirafra,affinis,,Jerdon's Bush Lark,13.1487,77.4879,,A,song,Andrew Spencer,A few song (?) from one of a pair of birds on the ground near a large bush. Archived at the Macaulay Library as ML148798371,yes
534373,Mirafra,affinis,,Jerdon's Bush Lark,11.0932,76.787,650,A,"adult, call with breeding display of vertical flight and parachuting on a branch",Nikunj Jambu,,yes
444685,Mirafra,affinis,,Jerdon's Bush Lark,12.8329,80.0358,50,A,song,Sreekumar Chirukandoth,One among the mnay birds that were displaying and siniging,yes
388042,Mirafra,affinis,,Jerdon's Bush Lark,13.6555,79.4885,120,A,song,Viral joshi,,yes
369328,Mirafra,affinis,,Jerdon's Bush Lark,12.306554,76.743673,,A,song,Peter Boesman,Song from the ground.,unknown
369327,Mirafra,affinis,,Jerdon's Bush Lark,12.306554,76.743673,,A,song and call,Peter Boesman,,unknown
362855,Mirafra,affinis,,Jerdon's Bush Lark,11.0612,76.9247,460,A,"call, flight call, song",Kuldeep Mhatre,"Habitat: Open scrub forest

Behavior: A pair of bird were taking flights upto 20 feet and giving calls. Within 30 mins the pair under observation took 27 flights of which 2 flights were followed by mating.",yes
215503,Mirafra,affinis,,Jerdon's Bush Lark,13.0794,77.5757,950,A,call,Ankit Vikrant,Noise reduction used.,yes
190875,Mirafra,affinis,,Jerdon's Bush Lark,12.026,79.8492,30,A,call,Pronoy Baidya,"Was the recording modified significantly? No
Habitat: Open Grassland",yes
90628,Mirafra,affinis,,Jerdon's Bush Lark,13.347,74.7889,117,A,Song,Ramit Singal,,unknown
44925,Mirafra,affinis,,Jerdon's Bush Lark,11.5601,76.652,950,A,song,Sander Bot,,unknown
567159,Mirafra,affinis,,Jerdon's Bush Lark,10.7785,79.0659,50,B,"adult, song",Sathish K,,yes
484951,Mirafra,affinis,,Jerdon's Bush Lark,8.7284,77.7036,40,B,song,Sreekumar Chirukandoth,The bird was singin sitting on a compound wall near a busy road. The video can be seen at <https://youtu.be/6oXKX8sFGQg>,yes
423235,Mirafra,affinis,,Jerdon's Bush Lark,12.9168,80.1348,20,B,song,Sreekumar Chirukandoth,"A bird was seen singing from a post. Another one was seen on the ground. The song is at 5, 15 and 22 seconds.",yes
412795,Mirafra,affinis,,Jerdon's Bush Lark,12.8185,77.5656,850,B,call,Kishore Raj D,The bird was sitting on a power line next to a road beside a large dried grassy patch,yes
369326,Mirafra,affinis,,Jerdon's Bush Lark,12.306554,76.743673,,B,call,Peter Boesman,,unknown
369325,Mirafra,affinis,,Jerdon's Bush Lark,11.5515,76.6501,,B,song,Peter Boesman,,unknown
369324,Mirafra,affinis,,Jerdon's Bush Lark,11.5515,76.6501,,B,song,Peter Boesman,Song in flight,unknown
369323,Mirafra,affinis,,Jerdon's Bush Lark,11.5389,76.6428,,B,song,Peter Boesman,Very windy conditions,unknown
369322,Mirafra,affinis,,Jerdon's Bush Lark,11.5389,76.6428,,B,call,Peter Boesman,,unknown
266691,Mirafra,affinis,,Jerdon's Bush Lark,10.5481,76.2783,40,B,call,Vivek Puliyeri,,yes
90624,Mirafra,affinis,,Jerdon's Bush Lark,13.347,74.7889,117,B,Song,Ramit Singal,,unknown
41370,Mirafra,affinis,,Jerdon's Bush Lark,12.772964,80.2565,?,B,song,David Farrow,,unknown
547904,Alauda,gulgula,,Oriental Skylark,13.1487,77.4879,,A,call,Andrew Spencer,Calls from a bird foraging on the ground in short grass and weeds on the floor of a drying lake bed. Archived at the Macaulay Library as ML148798831,yes
547903,Alauda,gulgula,,Oriental Skylark,13.1487,77.4879,,A,song,Andrew Spencer,Songs during a prolonged flight display. Archived at the Macaulay Library as ML148798931,yes
547902,Alauda,gulgula,,Oriental Skylark,13.1487,77.4879,,A,song,Andrew Spencer,Songs during a prolonged flight display. Archived at the Macaulay Library as ML148798951,yes
472194,Alauda,gulgula,,Oriental Skylark,27.2828,92.2639,3200,A,song,Ramit Singal,,yes
472193,Alauda,gulgula,,Oriental Skylark,27.2828,92.2639,3200,A,song,Ramit Singal,,yes
422853,Alauda,gulgula,,Oriental Skylark,10.2735,77.0855,2000,A,song,Viral joshi,,yes
336640,Alauda,gulgula,,Oriental Skylark,15.5161,73.8919,0,A,song,Mike Prince,,yes
212200,Alauda,gulgula,,Oriental Skylark,15.4604,73.8186,40,A,song,Pronoy Baidya,"Was the recording modified significantly? Yes, filtered background noise.
Habitat: Lateritic outcrop",yes
19794,Alauda,gulgula,,Oriental Skylark,12.050317,76.130705,?,A,song,David Farrow,,unknown
545221,Alauda,gulgula,,Oriental Skylark,26.1177,91.6494,50,B,"call, life stage uncertain, sex uncertain",Jayakrishnan U,The recording was done in an open area where wind was flowing at a high speed.  Oriental Skylark was hovering above over us continuously making the sound non-stop.,yes
442934,Alauda,gulgula,,Oriental Skylark,12.7401,80.1752,10,B,"flight call, song",Sreekumar Chirukandoth,"It was a windy day. The birds were on courtship display, flying high above us, calling and diving back to the ground, repeating the charade every 10-15 minutes.",yes
402456,Alauda,gulgula,,Oriental Skylark,15.5161,73.8919,0,B,song,Antonio Xeira,,no
402454,Alauda,gulgula,,Oriental Skylark,15.5161,73.8919,0,B,song,Antonio Xeira,,no
336956,Alauda,gulgula,,Oriental Skylark,12.9823,77.3463,800,B,song,Mike Prince,,yes
295143,Alauda,gulgula,,Oriental Skylark,15.3917,73.8864,70,B,flight call,Mandar Bhagat,,yes
187433,Alauda,gulgula,,Oriental Skylark,15.5078,73.8805,0,B,"flight call, song",Mandar Bhagat,,yes
92457,Alauda,gulgula,,Oriental Skylark,13.347,74.7889,117,B,Song,Ramit Singal,Call in flight/while it hovers,unknown
86702,Alauda,gulgula,,Oriental Skylark,21.5859,71.317,?,B,song ,vir joshi,sky lark mimic an other bird call greensandpiper /black drongo /eurasian thick knee /red wartted lapwing more then 21 species bird,unknown
74063,Alauda,gulgula,,Oriental Skylark,28.4559,76.9001,200,B,Song,Mike Nelson,Recording cut short by strong wind,unknown
402457,Alauda,gulgula,,Oriental Skylark,15.5161,73.8919,0,C,song,Antonio Xeira,,no
342114,Alauda,gulgula,,Oriental Skylark,23.5592,87.3353,80,C,call,Sagar Adhurya,,yes
338205,Alauda,gulgula,,Oriental Skylark,9.3172,76.5185,0,C,"flight call, song",HARI MAVELIKARA,"While our team birding at Pavukkara paddy field wetland, a bird flew high and made this call.",yes
316407,Alauda,gulgula,,Oriental Skylark,18.9672,72.9682,0,C,"male, song",Sumedh Jog,Flight display,yes
187337,Alauda,gulgula,,Oriental Skylark,23.5592,87.3353,80,C,"call, flight call",Sagar Adhurya,Equipment: Canon PS SX150IS,yes
187336,Alauda,gulgula,,Oriental Skylark,23.5592,87.3353,80,C,call,Sagar Adhurya,Equipment: Canon PS SX150IS,yes
116792,Alauda,gulgula,,Oriental Skylark,26.6667,93.3501,90,C,song,Mike Nelson,Last part of a song flight I was able to capture from Elephant back.,yes
100494,Alauda,gulgula,?vernayi,Oriental Skylark,27.6834,95.3473,160,C,song,Frank Lambert,Bird singing from high above shorter grassy plain - recording made from the back of an elephant and consists of two cuts pasted together (first cut ends at c.6 sec).,unknown
78910,Alauda,gulgula,,Oriental Skylark,26.592,93.398,100,C,song,Frank Lambert,,unknown
459783,Galerida,deva,,Sykes's Lark,14.2056,76.4067,750,no score,"call, song",MALYASRI BHATTACHARYA,The bird was seen near wind turbine region in Chitradurga,yes
400121,Galerida,deva,,Sykes's Lark,21.578,71.314,110,A,"male, song",Viral joshi,,yes
399940,Galerida,deva,,Sykes's Lark,21.589,71.314,110,A,"male, song",Viral joshi,,yes
369217,Galerida,deva,,Sykes's Lark,12.306554,76.743673,,A,song,Peter Boesman,Song flight.,unknown
369216,Galerida,deva,,Sykes's Lark,12.306554,76.743673,,A,song,Peter Boesman,Song flight.,unknown
369215,Galerida,deva,,Sykes's Lark,12.306554,76.743673,,A,song,Peter Boesman,Song flight.,unknown
369214,Galerida,deva,,Sykes's Lark,12.306554,76.743673,,A,song,Peter Boesman,Song flight.,unknown
89747,Galerida,deva,,Sykes's Lark,21.595,71.31,?,A,song,vir joshi,,unknown
336958,Galerida,deva,,Sykes's Lark,12.9823,77.3463,800,C,song,Mike Prince,,yes
166333,Galerida,deva,,Sykes's Lark,23.2201,69.4899,170,C,flight call,Frank Lambert,Two brief cuts joined together,yes
149708,Galerida,deva,,Sykes's Lark,23.2201,69.4899,170,C,flight call,Frank Lambert,Two very short cuts of birds in flight spliced together,yes
294399,Galerida,cristata,,Crested Lark,26.871,78.5647,160,A,song,Ramit Singal,,yes
460263,Galerida,cristata,,Crested Lark,27.3301,77.4727,180,B,song,Peter Boesman,"Song in flight, high in the sky.",unknown
460249,Galerida,cristata,,Crested Lark,27.3301,77.4727,180,B,song,Peter Boesman,,unknown
460248,Galerida,cristata,,Crested Lark,27.3301,77.4727,180,B,song,Peter Boesman,,unknown
460243,Galerida,cristata,,Crested Lark,27.3301,77.4727,180,B,call,Peter Boesman,,unknown
149368,Galerida,cristata,chendoola,Crested Lark,28.464,76.893,220,B,call,Frank Lambert,Same bird(s) as on XC149367.,yes
149367,Galerida,cristata,chendoola,Crested Lark,28.464,76.893,220,B,call,Frank Lambert,[Unfortunately affected by electrical interference],yes
95809,Galerida,cristata,,Crested Lark,23.158,71.688,?,B,call,vir joshi,,unknown
578188,Galerida,malabarica,,Malabar Lark,19.0687,73.604,1000,A,song,Rajgopal Patil,Habitat: Open grassy patch with cottages near forest.,yes
578183,Galerida,malabarica,,Malabar Lark,19.0687,73.604,1000,A,song,Rajgopal Patil,Habitat: Open grassy patch with cottages near forest.,yes
214131,Galerida,malabarica,,Malabar Lark,15.2882,74.0094,70,A,call,Pankaj Lad,,yes
214130,Galerida,malabarica,,Malabar Lark,15.2882,74.0094,70,A,call,Pankaj Lad,,yes
